url,reference_number,id,broker_display_name,title,property_type,description,location,price,currency,bedrooms,bathrooms,furnished,amenities,details,agent_name,property_image_urls,completion_status,ownership
https://www.bayut.eg/en/property/details-503881773.html,Bayut - MariamWinterPark,503881773,Deal,Own your 152m apartment with the best buying opportunity and a30%discount in the WinterPark area of the NewAdministrative Capitalwith installments,Apartment,"Unit Details: Area: 152 m² 3 Bedrooms 3 Bathrooms Total Unit Price: EGP 5,472,000 Discount of up to 30% Down Payment: Only 10% Installments over 12 Years Prime Location Close to Key Areas:Close to major axes and vital areas in the New Administrative Capital. Easy access to key commercial and service areas. Near green spaces and open areas. Developer’s Key Projects in the Financial District:Three Square, next to Housing & Development Bank. B-Yard, in front of the interchange station and next to the Egyptian Exchange. B-Gate, next to the National Bank of Egypt. Winter Park, strategically located near major roads, key services, and green spaces. The location and price are on your side! Don’t miss the opportunity to own a 152 m² apartment with a strong discount and a flexible payment plan of up to 12 years!For details & booking: [redacted phone number]","Winter Park, R8, New Capital City, Cairo",5472000,EGP,3,3.0,Unfurnished,"Built in Kitchen Appliances, Furnished, Covered parking, Electricity Backup, Pets Allowed, Electricity Meter, Centrally Air-Conditioned, Central Heating, Water Meter, Double Glazed Windows, Storage Areas, Natural Gas, Landline, Study Room, Central A/C & heating, Balcony or Terrace, Lobby in Building, Service Elevators, Prayer Room, Reception/Waiting Room, First Aid Medical Center, Gym or Health Club, Facilities for Disabled, Swimming Pool, Jacuzzi, Sauna, Steam Room, Day Care Center, Kids Play Area, Lawn or Garden, Barbeque Area, Cafeteria or Canteen, Waste Disposal, Maintenance Staff, Cleaning Services, Business Center, Conference Room, Security Staff, CCTV Security, Shared Kitchen, Laundry Room, Laundry Facility, Broadband Internet, Satellite/Cable TV, Intercom, ATM Facility, 24 Hours Concierge, Maids Room, Freehold",152 Sq. M.,Mariam Mostafa,"[""https://images.bayut.eg/thumbnails/47024938-800x600.jpeg"", ""https://images.bayut.eg/thumbnails/47024939-800x600.jpeg"", ""https://images.bayut.eg/thumbnails/47024940-800x600.jpeg"", ""https://images.bayut.eg/thumbnails/47024941-800x600.jpeg"", ""https://images.bayut.eg/thumbnails/47024954-800x600.jpeg"", ""https://images.bayut.eg/thumbnails/47024955-800x600.jpeg"", ""https://images.bayut.eg/thumbnails/47024956-800x600.jpeg"", ""https://images.bayut.eg/thumbnails/47024957-800x600.jpeg"", ""https://images.bayut.eg/thumbnails/47024958-800x600.jpeg"", ""https://images.bayut.eg/thumbnails/47024959-800x600.jpeg""]",Off-Plan,Primary
https://www.bayut.eg/en/property/details-503838044.html,Bayut - 5790-6C2Yy4,503838044,Sales spot Real Estate,"For sale at the lowest price, immediate delivery in the New Administrative Capital! A fully finished 3-bedroom apartment with a unique layout in El Ma",Apartment,"Receive your apartment now, with a sea view, at a bargain price{3 rooms} SpaciousFully finished ((Super Lux))Immediate delivery - ready to furnish ‼Cash price = 3,470,000For more details, contact the number attached to the adOr send a message on WhatsApp to receive the installment schedule and layout detailsThe compound has been completed in multiple phases, and some residents are already living there","Al Maqsad, New Capital City, Cairo",3470000,EGP,3,2.0,Unfurnished,"Balcony or Terrace, First Aid Medical Center, Gym or Health Club, Facilities for Disabled, Lawn or Garden, Waste Disposal, Maintenance Staff, Cleaning Services, Security Staff, CCTV Security, Freehold",133 Sq. M.,Passant Mohamed,"[""https://images.bayut.eg/thumbnails/46499214-800x600.jpeg"", ""https://images.bayut.eg/thumbnails/46499215-800x600.jpeg"", ""https://images.bayut.eg/thumbnails/46499216-800x600.jpeg"", ""https://images.bayut.eg/thumbnails/46499217-800x600.jpeg"", ""https://images.bayut.eg/thumbnails/46499218-800x600.jpeg"", ""https://images.bayut.eg/thumbnails/46499219-800x600.jpeg"", ""https://images.bayut.eg/thumbnails/46499220-800x600.jpeg"", ""https://images.bayut.eg/thumbnails/46499221-800x600.jpeg"", ""https://images.bayut.eg/thumbnails/46499222-800x600.jpeg"", ""https://images.bayut.eg/thumbnails/46499223-800x600.jpeg"", ""https://images.bayut.eg/thumbnails/46499224-800x600.jpeg"", ""https://images.bayut.eg/thumbnails/46499225-800x600.jpeg"", ""https://images.bayut.eg/thumbnails/46499226-800x600.jpeg"", ""https://images.bayut.eg/thumbnails/46499227-800x600.jpeg"", ""https://images.bayut.eg/thumbnails/46499228-800x600.jpeg""]",Ready,Primary
https://www.bayut.eg/en/property/details-503735441.html,Bayut - 1412-uyB6Vl,503735441,Property Hills One 1,"Immediately receive the last villa with a swimming pool from La Vista, ready for immediate viewing inside the Ministers' Square - Patio Prime - Al Sherouk City.",Villa,"Receive a ready-to-move-in villa with a swimming pool in El Patio Prime compound from La Vista inside the Ministers' Square - New CairoDistinct location with a view, green spaces, and a swimming poolReady for immediate deliveryDirect sale from the owner without furnitureVery special discount on cash paymentsTo send the video and arrange a viewing, send WhatsApp: [redacted phone number]The most important services of the compound:Green spaces throughout the compound24-hour security and guardingBuilt on only 20% with the rest being green spacesMaintenance team working around the clock. Sports fields for exercising within El Patio Al-Shorouk compoundEquipped schools, universities, and nurseriesSwimming pools suitable for all agesHuge hypermarketKids area and entertainment spaces for children. Sports club and gym with sports fields. Car garages for residents and visitors. 24-hour security and guarding with electronic gates. Surveillance cameras and fire extinguishing systems. Continuous maintenance and cleaning services. ATM machines and internet services.","EL Patio Prime, Shorouk City, Cairo",24320000,EGP,4,4.0,Unfurnished,"Built in Kitchen Appliances, Covered parking, Electricity Backup, Pets Allowed, Centrally Air-Conditioned, Central Heating, Double Glazed Windows, Storage Areas, Landline, Central A/C & heating, Balcony or Terrace, First Aid Medical Center, Gym or Health Club, Facilities for Disabled, Swimming Pool, Jacuzzi, Sauna, Steam Room, Day Care Center, Kids Play Area, Lawn or Garden, Barbeque Area, Cafeteria or Canteen, Waste Disposal, Maintenance Staff, Cleaning Services, Business Center, Conference Room, Security Staff, CCTV Security, Shared Kitchen, Laundry Room, Laundry Facility, Broadband Internet, Satellite/Cable TV, Intercom, 24 Hours Concierge, Maids Room, Freehold",255 Sq. M.,Aya Mahmoud,"[""https://images.bayut.eg/thumbnails/45159199-800x600.jpeg"", ""https://images.bayut.eg/thumbnails/45159198-800x600.jpeg"", ""https://images.bayut.eg/thumbnails/45159206-800x600.jpeg"", ""https://images.bayut.eg/thumbnails/45159207-800x600.jpeg"", ""https://images.bayut.eg/thumbnails/45159208-800x600.jpeg"", ""https://images.bayut.eg/thumbnails/45159209-800x600.jpeg"", ""https://images.bayut.eg/thumbnails/45159210-800x600.jpeg"", ""https://images.bayut.eg/thumbnails/45159211-800x600.jpeg"", ""https://images.bayut.eg/thumbnails/45159212-800x600.jpeg"", ""https://images.bayut.eg/thumbnails/45159213-800x600.jpeg""]",Ready,Primary
https://www.bayut.eg/en/property/details-503875511.html,Bayut - 5005432-sDiLjK,503875511,Property Hills Expert,149 sqm Ground Floor Apartment in Village West Sheikh Zayed with 80% Green Spaces,Apartment,"This ground floor apartment in Village West offers 149 sqm of fully finished living space, a solid option for a family looking for a unit inside a compound built around greenery rather than density. Property details:Ground floor apartmentArea: 149 sqm3 bedrooms, 3 bathroomsFully finishedKey features:The compound spans 125 feddans, with only 20% built-up area and the rest dedicated to green spaces and facilitiesFull clubhouse with gym, swimming pools, yoga and crossfit studiosAn 800-meter retail walkway with shops, restaurants and cafesMosque, health clinics, and underground parkingPrice and payment plan:The unit is priced at EGP 10,900,000 on a cash basis, with other payment options available depending on the arrangement. Project and location overview:Village West is developed by Dorra Group, a company active in contracting and real estate development since 1943 with a strong footprint in Sheikh Zayed. The project sits in the heart of the city, right behind Royal City and Cairo Gate, about two minutes from Hyper One and three minutes from the 26th of July corridor. Get in touch if you'd like more details or to schedule a viewing.","Village West Compound, Sheikh Zayed, Giza Apartments, Giza",10900000,EGP,3,3.0,Unfurnished,"Covered parking, Pets Allowed, Double Glazed Windows, Storage Areas, Central A/C & heating, Balcony or Terrace, Lobby in Building, Elevators in Building: 2, Completion Year, Reception/Waiting Room, Flooring, Total Floors: 5, First Aid Medical Center, Gym or Health Club, Facilities for Disabled, Swimming Pool, Jacuzzi, Sauna, Steam Room, Day Care Center, Kids Play Area, Lawn or Garden, Barbeque Area, Cafeteria or Canteen, Maintenance Staff, Cleaning Services, Business Center, Conference Room, Security Staff, CCTV Security, Laundry Facility, Broadband Internet, Intercom, 24 Hours Concierge, Pet Policy, View, Freehold",149 Sq. M.,Amera Emam,"[""https://images.bayut.eg/thumbnails/46938918-800x600.jpeg"", ""https://images.bayut.eg/thumbnails/46938919-800x600.jpeg"", ""https://images.bayut.eg/thumbnails/46938920-800x600.jpeg"", ""https://images.bayut.eg/thumbnails/46938921-800x600.jpeg"", ""https://images.bayut.eg/thumbnails/46938922-800x600.jpeg"", ""https://images.bayut.eg/thumbnails/46938923-800x600.jpeg"", ""https://images.bayut.eg/thumbnails/46938924-800x600.jpeg"", ""https://images.bayut.eg/thumbnails/46938925-800x600.jpeg"", ""https://images.bayut.eg/thumbnails/46938926-800x600.jpeg"", ""https://images.bayut.eg/thumbnails/46938927-800x600.jpeg"", ""https://images.bayut.eg/thumbnails/46938928-800x600.jpeg"", ""https://images.bayut.eg/thumbnails/46938929-800x600.jpeg"", ""https://images.bayut.eg/thumbnails/46938930-800x600.jpeg"", ""https://images.bayut.eg/thumbnails/46938931-800x600.jpeg""]",Ready,Primary
https://www.bayut.eg/en/property/details-503236133.html,Bayut - 1412-E0jcnR,503236133,Property Hills One 1,"A villa from La Vista with a distinctive view in the heart of Fifth Settlement at the lowest price in the market, ready for viewing.",Villa,"Villa for sale in La Vista, prime location in the heart of New Cairo's Fifth Settlement, in the South Investors area, opposite the American University in Cairo. The villa features 4 bedrooms, including a master suite with a dressing room, 5 living rooms, and an open-plan reception area with a view. Total asking price: EGP 31,190,000For more details, please contact us via WhatsApp: [redacted phone number]Location:• Located in the heart of New Cairo, near Mohamed Naguib Axis and 90th Street. • Patio Town is 15 minutes from the New Administrative Capital. • The distance between El Patio and Cairo International Airport is approximately 20 kilometers. • The Ring Road is easily accessible within a 7-minute drive. • La Vista Patio Town is close to Future University, the American University in Cairo, and other educational institutions. Services:• Shopping Mall• Restaurants and Cafes• Gym• Gym and Spa• 24-Hour Security• Children's Play Areas• Landscaping and Green Spaces• Clubhouse• Private Parking• Jogging and Walking Track• CCTV Cameras• Integrated Services AreaFor more details, call +[redacted phone number]SA\T","Patio Town Compound, 5th Settlement, New Cairo, Cairo",31190000,EGP,4,5.0,Furnished,"Covered parking, Pets Allowed, Double Glazed Windows, Storage Areas, First Aid Medical Center, Gym or Health Club, Facilities for Disabled, Swimming Pool, Jacuzzi, Sauna, Steam Room, Day Care Center, Kids Play Area, Lawn or Garden, Barbeque Area, Cafeteria or Canteen, Waste Disposal, Maintenance Staff, Cleaning Services, Business Center, Conference Room, Security Staff, CCTV Security, 24 Hours Concierge, Maids Room",335 Sq. M.,Santi Tareq,"[""https://images.bayut.eg/thumbnails/38733469-800x600.jpeg"", ""https://images.bayut.eg/thumbnails/38733472-800x600.jpeg"", ""https://images.bayut.eg/thumbnails/38733468-800x600.jpeg"", ""https://images.bayut.eg/thumbnails/38733466-800x600.jpeg"", ""https://images.bayut.eg/thumbnails/38733467-800x600.jpeg"", ""https://images.bayut.eg/thumbnails/38733445-800x600.jpeg"", ""https://images.bayut.eg/thumbnails/38733443-800x600.jpeg"", ""https://images.bayut.eg/thumbnails/38733444-800x600.jpeg"", ""https://images.bayut.eg/thumbnails/38733470-800x600.jpeg"", ""https://images.bayut.eg/thumbnails/38733471-800x600.jpeg"", ""https://images.bayut.eg/thumbnails/38733473-800x600.jpeg""]",Ready,Primary
https://www.bayut.eg/en/property/details-504030541.html,Bayut - 1016-uEfPb1,504030541,Falcon Real Estate,"35% off, first row chalet, stunning 100% sea view, Cali Coast Ras El Hekma, near Koun, South Med & Fouka Bay,lavista , modon,alamein",Chalet,"Ready-to-view chalet with a stunning first-row, 100% sea view on Sandy Beach. (Fully finished to an Ultra Super Lux standard + air conditioning)The resort is built on terraces (all units have a sea view). At a rare price with flexible payment plans and a very special discount. Cash price: 5,000,000For details, contact us now: [redacted phone number] (WhatsApp/Phone)","Cali Coast, Ras Al Hekma, North Coast, Matruh Chalets, Matruh",5000000,EGP,1,1.0,Unfurnished,"First Aid Medical Center, Swimming Pool, Jacuzzi, Sauna, Steam Room, Kids Play Area, Barbeque Area, Cafeteria or Canteen",75 Sq. M.,محمد على,"[""https://images.bayut.eg/thumbnails/49076254-800x600.jpeg"", ""https://images.bayut.eg/thumbnails/49076255-800x600.jpeg"", ""https://images.bayut.eg/thumbnails/49076256-800x600.jpeg"", ""https://images.bayut.eg/thumbnails/49076257-800x600.jpeg"", ""https://images.bayut.eg/thumbnails/49076258-800x600.jpeg"", ""https://images.bayut.eg/thumbnails/49076259-800x600.jpeg"", ""https://images.bayut.eg/thumbnails/49076260-800x600.jpeg"", ""https://images.bayut.eg/thumbnails/49076261-800x600.jpeg"", ""https://images.bayut.eg/thumbnails/49076262-800x600.jpeg"", ""https://images.bayut.eg/thumbnails/49076263-800x600.jpeg"", ""https://images.bayut.eg/thumbnails/49076264-800x600.jpeg"", ""https://images.bayut.eg/thumbnails/49076265-800x600.jpeg"", ""https://images.bayut.eg/thumbnails/49076266-800x600.jpeg"", ""https://images.bayut.eg/thumbnails/49076267-800x600.jpeg"", ""https://images.bayut.eg/thumbnails/49076268-800x600.jpeg"", ""https://images.bayut.eg/thumbnails/49076269-800x600.jpeg""]",Off-Plan,Primary
https://www.bayut.eg/en/property/details-504027667.html,Bayut - 5000410-0eFLgb,504027667,Egypt Best Properties (EBP),FOR SALE 2 BEDROOMS APARTMENT FOR SALE WITH PRIVATE GARDEN IN A PRIME LOCATION OVER 8 YRS IN ICITY IN OCTOBER IN MOUNTAIN VIEW,Apartment,"Unit Details:- Apartment- Built-up Area: 110 sqm-garden area :47 sqm- 2 Bedrooms- 2 Bathrooms- Kitchen- Terrace- Reception- For more details and a video, contact us at: [redacted phone number]- 5% Down Payment and Installments up to 8 YearsLocation: One of iCity October's strongest advantages:Approximately 2 minutes from Shooting Club. Approximately 3 minutes from Mall of Arabia. Approximately 5 minutes from Juhayna Square. Approximately 15 minutes from Mountain View Square and Beverly Hills. Close to the 26th of July Corridor and the main roads of West Cairo. Key Services and Amenities:Green spaces and diverse gardens. Club and sports facilities. Swimming pools. Walking and jogging tracks. Restaurants and cafes. Commercial areas. Smart-home features. Security and surveillance services. Internal transportation system within the project.","Mountain View iCity Compound, 6th of October, Giza Apartments, Giza",9000000,EGP,2,2.0,Unfurnished,"Built in Kitchen Appliances, Covered parking, Electricity Meter, Balcony or Terrace, Lobby in Building, Prayer Room, First Aid Medical Center, Gym or Health Club, Swimming Pool, Jacuzzi, Sauna, Steam Room, Day Care Center, Kids Play Area, Lawn or Garden, Barbeque Area, Cafeteria or Canteen, Shared Kitchen, Laundry Room, Laundry Facility",110 Sq. M.,Nourhan Abdelhady,"[""https://images.bayut.eg/thumbnails/49042498-800x600.jpeg"", ""https://images.bayut.eg/thumbnails/49042499-800x600.jpeg"", ""https://images.bayut.eg/thumbnails/49042500-800x600.jpeg"", ""https://images.bayut.eg/thumbnails/49042501-800x600.jpeg"", ""https://images.bayut.eg/thumbnails/49042502-800x600.jpeg"", ""https://images.bayut.eg/thumbnails/49042503-800x600.jpeg"", ""https://images.bayut.eg/thumbnails/49042504-800x600.jpeg"", ""https://images.bayut.eg/thumbnails/49042505-800x600.jpeg"", ""https://images.bayut.eg/thumbnails/49042506-800x600.jpeg"", ""https://images.bayut.eg/thumbnails/49042507-800x600.jpeg"", ""https://images.bayut.eg/thumbnails/49042508-800x600.jpeg"", ""https://images.bayut.eg/thumbnails/49042509-800x600.jpeg"", ""https://images.bayut.eg/thumbnails/49042510-800x600.jpeg"", ""https://images.bayut.eg/thumbnails/49042511-800x600.jpeg"", ""https://images.bayut.eg/thumbnails/49042512-800x600.jpeg"", ""https://images.bayut.eg/thumbnails/49042513-800x600.jpeg""]",Off-Plan,Primary
https://www.bayut.eg/en/property/details-504030094.html,Bayut - 1016-Gl7kEX,504030094,Falcon Real Estate,"Luxury villa, elegant finish, 3 floors, open view, sale in New Heliopolis, Talala, near SODIC, New Giza, madinaty and Sarai",Villa,"A villa with all the features you're looking for:(Prime location + Fully sea-facing + High-end, stylish finishing with top-quality materials + Privacy and security + Located within a prestigious, elegant, and fully serviced compound + Excellent layout and optimal use of every corner of the villa +. . . )- Prime location directly on the Amal Axis- Minutes from Madinaty, New Giza, and SODIC Eastcash price 6,000,000For more details and a video, contact us now via WhatsApp: [redacted phone number] or phone","Talala, New Heliopolis, Cairo",6000000,EGP,4,4.0,Unfurnished,"First Aid Medical Center, Gym or Health Club, Swimming Pool, Jacuzzi, Sauna, Steam Room, Day Care Center, Kids Play Area, Lawn or Garden, Barbeque Area",170 Sq. M.,محمد على,"[""https://images.bayut.eg/thumbnails/49072483-800x600.jpeg"", ""https://images.bayut.eg/thumbnails/49072484-800x600.jpeg"", ""https://images.bayut.eg/thumbnails/49072485-800x600.jpeg"", ""https://images.bayut.eg/thumbnails/49072486-800x600.jpeg"", ""https://images.bayut.eg/thumbnails/49072487-800x600.jpeg"", ""https://images.bayut.eg/thumbnails/49072488-800x600.jpeg"", ""https://images.bayut.eg/thumbnails/49072489-800x600.jpeg"", ""https://images.bayut.eg/thumbnails/49072490-800x600.jpeg"", ""https://images.bayut.eg/thumbnails/49072491-800x600.jpeg"", ""https://images.bayut.eg/thumbnails/49072492-800x600.jpeg""]",Off-Plan,Primary
https://www.bayut.eg/en/property/details-504028605.html,Bayut - 1016-BWqH5j,504028605,Falcon Real Estate,60 sec to beach! Finished chalet sea & lagoon view 38% off in Ramla Ras El Hekma prime North Coast location near La Vista & Caesar,Chalet,"Chalet with full lagoon view & sea view in Ramla, Ras El HekmaLayout: 2 bedrooms, 2 bathrooms, reception with open view, terraceSea & crystal lagoon views from all sidesFully finished Ultra Lux with ACsVideo available on WhatsApp: [redacted phone number] Total cash price: 13,730,000 only. Next to Azha & UAE Ras El Hekma developments","Ramla, North Coast, Matruh Chalets, Matruh",13730000,EGP,2,2.0,Unfurnished,"Built in Kitchen Appliances, Sea view, Gym or Health Club, Swimming Pool, Jacuzzi, Sauna, Kids Play Area, Lawn or Garden, Barbeque Area, Cafeteria or Canteen, Business Center, Security Staff, Laundry Room, 24 Hours Concierge",131 Sq. M.,Dina Mohamed,"[""https://images.bayut.eg/thumbnails/49054827-800x600.jpeg"", ""https://images.bayut.eg/thumbnails/49054828-800x600.jpeg"", ""https://images.bayut.eg/thumbnails/49054829-800x600.jpeg"", ""https://images.bayut.eg/thumbnails/49054830-800x600.jpeg"", ""https://images.bayut.eg/thumbnails/49054831-800x600.jpeg"", ""https://images.bayut.eg/thumbnails/49054832-800x600.jpeg"", ""https://images.bayut.eg/thumbnails/49054833-800x600.jpeg"", ""https://images.bayut.eg/thumbnails/49054834-800x600.jpeg"", ""https://images.bayut.eg/thumbnails/49054835-800x600.jpeg""]",Off-Plan,Primary
https://www.bayut.eg/en/property/details-504026136.html,Bayut - 5000443-hLPGuP,504026136,Deal,"Hava New Capital offers a fully integrated residential experience in the New Administrative Capital, combining a prime location with contemporary desi",Duplex,"The project is strategically located near major roads and key destinations, ensuring easy accessibility while enhancing long-term investment value. Hava is developed with a modern vision focused on quality of life through:Contemporary architectural designs built to high standardsExpansive green spaces providing privacy and tranquilitySmart unit layouts maximizing space efficiencyA comprehensive range of services covering all daily needsThe project offers a variety of residential units with different sizes, suitable for both end-users and investors. Hava New Capital is not just a residential development, but a strong investment opportunity in one of the most promising areas of the New Administrative Capital. For more details and reservations, please contact us.","Hava, R8, New Capital City, Cairo Duplexes, Cairo",5000000,EGP,3,3.0,Unfurnished,"Balcony or Terrace, First Aid Medical Center, Gym or Health Club, Swimming Pool, Jacuzzi, Sauna, Steam Room, Waste Disposal, Maintenance Staff, Cleaning Services, Business Center, Conference Room, Security Staff, CCTV Security, 24 Hours Concierge",255 Sq. M.,basant samy,"[""https://images.bayut.eg/thumbnails/49023822-800x600.jpeg"", ""https://images.bayut.eg/thumbnails/49023823-800x600.jpeg"", ""https://images.bayut.eg/thumbnails/49023824-800x600.jpeg"", ""https://images.bayut.eg/thumbnails/49023825-800x600.jpeg"", ""https://images.bayut.eg/thumbnails/49023826-800x600.jpeg"", ""https://images.bayut.eg/thumbnails/49023828-800x600.jpeg"", ""https://images.bayut.eg/thumbnails/49023831-800x600.jpeg"", ""https://images.bayut.eg/thumbnails/49023833-800x600.jpeg"", ""https://images.bayut.eg/thumbnails/49023835-800x600.jpeg"", ""https://images.bayut.eg/thumbnails/49023837-800x600.jpeg""]",Off-Plan,Primary
https://www.bayut.eg/en/property/details-504030465.html,Bayut - 10345-B4bw5Y,504030465,Capital Agency,Apartment for sale in the most prestigious compound in Fifth Settlement Hyde Park in the Golden Square - Prime Location (Book at launch price),Apartment,"** Hyde Park New Cairo | Apartment for sale with a distinctive view of the landscape. ** Hyde Park Real Estate Development Company: The developer of Hyde Park New Cairo compound,One of the leading companies in the real estate market. **Unit Specifications:**• Unit area: 105 square meters. • 2 bedrooms (one master bedroom). • 3 bathrooms. • living rooms. • Kitchen. __________________________________________** Services and features:• 141 acres of green spaces and water bodies. • An area designated for cafes and restaurants with international names. • Providing a 24-hour security and guarding team to secure the compound. • The units inside the compound are fully secured by deploying a number of surveillance cameras. • A dedicated garage for the residents of the compound, especially for each building. • A group of equipped gyms. • Various swimming pools suitable for adults and children. • Each building contains 2 elevators and two entrances for each building. • Establishing a number of maintenance centers staffed with technicians specialized in all differentfields. ______________________________________Location:• It is only 5 minutes away from the American University. • Hyde Park Compound is only 15 minutes away from Madinaty. • It is only about 20 minutes away from the ring road, which is the most important axis in Cairo. __________________________________________** Total price:• Price: 9,000,000 Egyptian pounds. ________________________________________For more information, contact us on: [redacted phone number]","Hyde Park New Cairo Compound, 5th Settlement, New Cairo, Cairo",9000000,EGP,2,3.0,Unfurnished,"Built in Kitchen Appliances, Covered parking, Balcony or Terrace, Gym or Health Club, Swimming Pool, Jacuzzi, Sauna, Steam Room, Kids Play Area, Lawn or Garden, Security Staff, Shared Kitchen",105 Sq. M.,Nourhan Mostafa,"[""https://images.bayut.eg/thumbnails/49077264-800x600.jpeg"", ""https://images.bayut.eg/thumbnails/49077299-800x600.jpeg"", ""https://images.bayut.eg/thumbnails/49077301-800x600.jpeg"", ""https://images.bayut.eg/thumbnails/49077302-800x600.jpeg"", ""https://images.bayut.eg/thumbnails/49077265-800x600.jpeg"", ""https://images.bayut.eg/thumbnails/49077267-800x600.jpeg"", ""https://images.bayut.eg/thumbnails/49077268-800x600.jpeg"", ""https://images.bayut.eg/thumbnails/49077269-800x600.jpeg"", ""https://images.bayut.eg/thumbnails/49077304-800x600.jpeg"", ""https://images.bayut.eg/thumbnails/49077306-800x600.jpeg"", ""https://images.bayut.eg/thumbnails/49077308-800x600.jpeg"", ""https://images.bayut.eg/thumbnails/49077310-800x600.jpeg"", ""https://images.bayut.eg/thumbnails/49077312-800x600.jpeg"", ""https://images.bayut.eg/thumbnails/49077314-800x600.jpeg"", ""https://images.bayut.eg/thumbnails/49077316-800x600.jpeg"", ""https://images.bayut.eg/thumbnails/49077318-800x600.jpeg"", ""https://images.bayut.eg/thumbnails/49077320-800x600.jpeg"", ""https://images.bayut.eg/thumbnails/49077322-800x600.jpeg"", ""https://images.bayut.eg/thumbnails/49077323-800x600.jpeg"", ""https://images.bayut.eg/thumbnails/49077324-800x600.jpeg"", ""https://images.bayut.eg/thumbnails/49077325-800x600.jpeg"", ""https://images.bayut.eg/thumbnails/49077326-800x600.jpeg"", ""https://images.bayut.eg/thumbnails/49077327-800x600.jpeg""]",Off-Plan,Primary
https://www.bayut.eg/en/property/details-504034647.html,Bayut - 1412-rYc6IP,504034647,Property Hills One 1,"A distinctive standalone villa, ready for viewing, featuring a swimming pool and an elevator inside the villa, with an open view of the landscape, located in New Cairo on American University Street, next to Katameya Dunes and Hassan Allam, near 90th Stree",Villa,"A distinctive villa with a private swimming pool and an elevator inside the villaWith a direct view of the landscapeLocated in a villa-only compound (the entire compound consists exclusively of standalone and twin villas)One of the highest-end communities in New Cairo, located on American University Street, next to Katameya Dunes and Hassan Allam- 85% of the compound is dedicated to landscaping and water featuresOne of the largest and strongest real estate developersUnit Type: Standalone VillaArea: 411 sqmCash Price: EGP 52,500,000Layout: Office Room + 4 Master Bedrooms + Living RoomFeaturing an excellent interior layout, efficiently utilized spaces, a large number of rooms, and a north-facing orientationComes with a large private gardenFor photos and a full video of the villa: [redacted phone number]Compound Amenities- State-of-the-art fitness equipment- A commercial area with numerous shops to easily meet all residents’ needs- Parking garages conveniently located close to all units within the compound- Swimming pools suitable for all residents to enjoy- Large green areas and artificial lakes- Multiple sports courts within the compound","Patio Town Compound, 5th Settlement, New Cairo, Cairo",52500000,EGP,6,6.0,Unfurnished,"Pets Allowed, Electricity Meter, Water Meter, Double Glazed Windows, Natural Gas, First Aid Medical Center, Gym or Health Club, Facilities for Disabled, Swimming Pool, Jacuzzi, Sauna, Steam Room, Day Care Center, Kids Play Area, Lawn or Garden, Barbeque Area, Cafeteria or Canteen, Waste Disposal, Maintenance Staff, Cleaning Services, Business Center, Conference Room, Security Staff, CCTV Security, 24 Hours Concierge",411 Sq. M.,Hala Adel,"[""https://images.bayut.eg/thumbnails/49128642-800x600.jpeg"", ""https://images.bayut.eg/thumbnails/49128643-800x600.jpeg"", ""https://images.bayut.eg/thumbnails/49128644-800x600.jpeg"", ""https://images.bayut.eg/thumbnails/49128645-800x600.jpeg"", ""https://images.bayut.eg/thumbnails/49128646-800x600.jpeg"", ""https://images.bayut.eg/thumbnails/49128647-800x600.jpeg"", ""https://images.bayut.eg/thumbnails/49128648-800x600.jpeg"", ""https://images.bayut.eg/thumbnails/49128649-800x600.jpeg"", ""https://images.bayut.eg/thumbnails/49128650-800x600.jpeg"", ""https://images.bayut.eg/thumbnails/49128651-800x600.jpeg""]",Ready,Primary
