web_scraper_order,web_scraper_start_url,Links,Title,Price,Price_Period,Location,Property_Type,Bedrooms,Bathrooms,Area,Purpose,Furnishing,Updated,Description,Amenities,Permit_Number,Reference_ID,BLN_ADREC,Agency,Pages,title,data
"1789471897-12","https://abudhabi.dubizzle.com/en/property-for-rent/residential/","https://abudhabi.dubizzle.com/property-for-rent/residential/townhouse/2026/8/27/single-row-ready-to-move-in-3-maids-3-144987/","Single Row | Ready To Move In | 3 + Maids","190,000","Yearly","Noya Viva, Yas Island, Abu Dhabi, UAE","Townhouse","3 beds","4 baths","1,854 sqft","Rent","Unfurnished","15th September 2026","The Noya Viva is an exclusive residential community on Yas Island, offering beautifully designed villas/townhouses surrounded by landscaped parks, green spaces, and premium lifestyle amenities. This sought-after community provides the perfect balance of luxury, privacy, and convenience for modern family living. 
Residents enjoy easy access to Yas Mall, Yas Links Golf Course, Ferrari World, Yas Marina Circuit, Yas Waterworld, top schools, healthcare facilities, and Abu Dhabi International Airport. 

Do not miss out!
Call for viewing anytime View Contact Detail …


Property Features:
3 Spacious Bedrooms
Bright Open-Plan Living & Dining Area
Modern Kitchen with Premium Finishes
Private Landscaped Garden
Covered Parking

Community Amenities:
Swimming Pool
Fully Equipped Gym
Basketball & Tennis Courts
Cycling Track
Children's Play Area
Community Hub
Landscaped Gardens
BBQ Areas
Golf Course
Family-Oriented Community
Schools & Mosques

Nearby Landmarks:
Yas Waterfront – 5 mins
Ferrari World – 7 mins
Yas Mall – 8 mins
Yas Waterworld – 12 mins
Warner Bros. World – 10 mins
Abu Dhabi International Airport – 15 mins
Khalifa City – 20 mins","AmenitiesMaids RoomCentral A/C & HeatingConcierge ServicePrivate Gym+15 MoreSecurityCovered ParkingDouble Glazed WindowsElectricity BackupFirst Aid Medical CenterPrayer RoomLaundry RoomBroadband InternetKids Play AreaMaintenance StaffCCTV SecurityFacilities for DisabledBarbeque AreaWaste Disposal","20260001479765","7945-ftbArq","202304803093","Abdul Rehman Choudhary","","",""
"1789471900-13","https://abudhabi.dubizzle.com/en/property-for-rent/residential/","https://abudhabi.dubizzle.com/property-for-rent/residential/apartmentflat/2026/9/11/upcoming-unit-sea-world-view-partial-ca-3-135627/","Upcoming Unit | Sea World View | Partial Canal View","85,000","Yearly","Water's Edge, Yas Island, Abu Dhabi, UAE","Apartment","1 bed","1 bath","697 sqft","Rent","Unfurnished","15th September 2026","Water's Edge is an impressive residential project located on Yas Island, Abu Dhabi. Developed by Aldar Properties, this project is perfect for those seeking a luxurious lifestyle surrounded by natural beauty. Imagine waking up to the sound of the waves and enjoying the stunning waterfront views from your balcony. Water's Edge offers you just that – an uninterrupted view of the sea.

APARTMENT FEATURES:
Bright Living/Dining Area
Fully Fitted Kitchen
Balcony
Master En-Suite Bedroom
Comfy Bedroom
Neat Bathroom
Laundry Room
Built-in wardrobe
Basement Parking

FACILITIES and AMENITIES:
Adult and Kiddie Swimming Pools
Poolside Lounges
Equipped Gym
Walking, Jogging, and Cycling Paths
Basketball, Tennis, and Squash Courts
Supermarkets
Medical Clinic
Nursery
Playground

LOCATION:
15 minutes away from Yas Beach
5 minutes away from Yas City Park
13 minutes away from Zayed International Airport
15 minutes away from the Nursery
15 minutes away from the International School

CONTACT US TO KNOW MORE:  Show Number

LIST YOUR PROPERTY WITH US!
Email: marketing@thecapitalavenue.com

Capital Avenue is a leading real estate company in Abu Dhabi, with a passion for changing the game. The company believes that customer service, professionalism, and honesty are the hallmarks of a truly great real estate company. Customers deserve to work with highly trained professionals who are committed to excellence. The company's goal is to remove obstacles, lower hurdles, and minimize pain points when it’s time for you to buy, sell, or lease property. Capital Avenue also believes that listening and understanding clients' needs is vital in finding the dream home. The Capital Avenue desires to change the way real estate gets done in Abu Dhabi, with less frustration, more joy, and total satisfaction.","AmenitiesCentral A/C & HeatingPrivate GardenPrivate GymShared Pool+5 MoreKids Play AreaBarbeque AreaLobby in BuildingWaste Disposal","20260001499379","Capitalave-22164","202502700555","Tarek Hamza","","",""
"1789471903-14","https://abudhabi.dubizzle.com/en/property-for-rent/residential/","https://abudhabi.dubizzle.com/property-for-rent/residential/apartmentflat/2026/8/25/vacant-sophisticated-unit-full-amenitie-3-123967/","Vacant | Sophisticated Unit | Full Amenities","150,000","Yearly","Al Sana 1, Al Sana, Al Muneera, Al Raha Beach, Abu Dhabi, UAE","Apartment","2 beds","3 baths","1,556 sqft","Rent","Unfurnished","15th September 2026","Enjoy relaxed waterfront living in this inviting 2-bedroom residence at Al Sana, Al Muneera, Al Raha Beach. Designed with comfortable interiors and a practical layout, the home offers an ideal setting for both everyday living and entertaining. Floor-to-ceiling windows bring in plenty of natural light while complementing the peaceful surroundings.

Facilities:

•	Central A/C
•	Shared Swimming Pool
•	Childrens play room
•	Shared Gym
•	Security
•	Steam room.
•	Covered Parking
•	24 hours maintenance

The location is a secured and luxurious community which perfectly sets in an exclusive waterfront residential district. It features the canal that splits Al Muneera Island from the mainland which is a perfect rendezvous with cafes and restaurants that the residents could enjoy, along the beautiful waterfront promenades.

Location:

•	1 Minute to Al Zeina and Al Muneera
•	5 Minutes to Al Raha Mall
•	5 Minutes to Yas Island
•	10 Minutes to Abu Dhabi International Airport
•	15 Minutes to Abu Dhabi Downtown
•	Less than 1 Hour to Dubai

List your property with us: leads@nwmea.com I www.nwmea.com","AmenitiesPets AllowedKids Play Area","20260001475545","NAT-AUH-R-290806-BY-A","202500316885","Nadhir Saied","","",""
"1789471905-15","https://abudhabi.dubizzle.com/en/property-for-rent/residential/","https://abudhabi.dubizzle.com/property-for-rent/residential/apartmentflat/2026/8/8/2bhk-furnished-i-beautiful-canal-view-i-3-314375/","2Bhk Unfurnished Apartment II Friendly Community- Community View","115,000","Yearly","Water's Edge, Yas Island, Abu Dhabi, UAE","Apartment","2 beds","2 baths","1,076 sqft","Rent","Unfurnished","15th September 2026","Designed for modern living, this exceptional development combines comfort, convenience, and resort-style amenities, making it perfect for families, professionals. 

Property Highlights

- 2 Bedrooms
-2 Modern Bathroom
- Area size : 1076 Sqf
- Canal View
- functional, open-plan layouts. 
-Modern kitchens with high-quality finishes. 
-Built-in wardrobes
- ample storage space. 
-Private balcony
- community views. 
-Superior sound insulation
- centralized A/C. 

Community & Amenities:

-Large swimming pools. 
-Fully equipped gym
-fitness facilities. 
-Jogging and cycling tracks along the canal. 
-Children’s play areas
- landscaped gardens. 
-24/7 security
-dedicated parking. 
- On-site retail, cafés, and convenience stores. 
- Prime Yas Island Location. 


Perfectly situated in the heart of Yas Island, Water’s Edge offers easy access to world-class attractions:

- Yas Mall
- Yas Bay Waterfront
- Ferrari World
- Yas Waterworld
- Warner Bros. World
- Yas Marina Circuit
- Yas Beach
- Schools, supermarkets, and medical facilities","AmenitiesPrivate GardenShared PoolCovered ParkingDay Care Center+8 MoreKids Play AreaMaintenance StaffCafeteria or CanteenFacilities for DisabledCleaning ServicesBarbeque AreaWaste Disposal","20260001004355","7945-Ljdj8R","202304803093","Abdul Rehman Choudhary","","",""
"1789471909-16","https://abudhabi.dubizzle.com/en/property-for-rent/residential/","https://abudhabi.dubizzle.com/property-for-rent/residential/apartmentflat/2026/8/24/full-sea-view-fully-furnished-well-desi-3-272569/","Full Sea View | Fully-Furnished | Well-designed","75,000","Yearly","Water's Edge, Yas Island, Abu Dhabi, UAE","Apartment","Studio","1 bath","481 sqft","Rent","Furnished","15th September 2026","Betterhomes is pleased to present this fully furnished studio apartment in Water's Edge, Yas Island, offering a stunning full sea view and a modern, comfortable living space. Ideally suited for professionals, couples, or investors, this property combines waterfront living with the convenience of one of Abu Dhabi's most vibrant destinations.

Property Details
•	Fully furnished studio
•	Full sea view
•	Bright and well-designed living space
•	Modern kitchen
•	Built-in wardrobes
•	Balcony
•	Allocated parking
•	Ready to move in

Amenities
•	Swimming pool
•	Fully equipped gym
•	Children's play area
•	Landscaped areas
•	Waterfront promenade
•	24-hour security
•	CCTV surveillance
•	High-speed elevators
•	Covered parking
•	Retail outlets and dining options nearby

Location Highlights
Located in Water's Edge, Yas Island, residents enjoy easy access to Yas Mall, Ferrari World, Yas Waterworld, SeaWorld Abu Dhabi, Yas Beach, and a wide selection of restaurants and entertainment destinations.

This property is an excellent choice for anyone looking for a fully furnished waterfront home with breathtaking sea views or a strong investment opportunity in Yas Island.

Call Betterhomes to arrange a viewing.","AmenitiesCentral A/C & HeatingBalconyView of WaterStorage AreasLobby in Building","20260000976870","BH-R-227943-3","202401332449","Vanessa Cook","","",""
"1789471913-17","https://abudhabi.dubizzle.com/en/property-for-rent/residential/","https://abudhabi.dubizzle.com/property-for-rent/residential/apartmentflat/2026/9/10/high-floor-modern-living-prime-location-3-749680/","High-Floor | Modern Living | Prime Location","70,000","Yearly","The Gate Tower 2, The Gate Tower, Shams Gate District, Shams Abu Dhabi, Al Reem Island, Abu Dhabi, UAE","Apartment","Studio","1 bath","575 sqft","Rent","Unfurnished","15th September 2026","Experience elevated urban living in this bright and contemporary high-floor studio apartment in the iconic Gate Towers.

Ideally located on Reem Island, community is just minutes from Reem Mall, Boutik Mall, schools, supermarkets, cafés, restaurants, and Abu Dhabi's city centre, with excellent connectivity to major road networks.

Residents enjoy access to world-class amenities, including:
- Resort-style swimming pools
- Fully equipped fitness center
- Tennis and basketball courts
- Children's play areas
- Landscaped gardens
- 24-hour security and concierge services
- Covered parking

Move into one of Reem Island's most sought-after developments and enjoy the perfect balance of comfort, convenience, and vibrant city living.

Available Soon!

Call Betterhomes to book your viewing!","AmenitiesPrivate GymShared PoolSecurityStorage Areas","202675000217941","BH-R-231569-2","202601119612","Aqilah Juharis","","",""
"1789471916-18","https://abudhabi.dubizzle.com/en/property-for-rent/residential/","https://abudhabi.dubizzle.com/property-for-rent/residential/apartmentflat/2026/8/3/your-perfect-studio-awaits-fresh-stylis-3-230781/","🔑 Your Perfect Studio Awaits – Fresh, Stylish & Brand New","59,999","Yearly","Tourist Club Area (TCA), Abu Dhabi, UAE","Apartment","Studio","1 bath","680 sqft","Rent","Unfurnished","15th September 2026","Discover unparalleled luxury and modern living in the heart of Abu Dhabi.This Apartment is Perfectly Designed for a truly seamless lifestyle. 

Apartment Features

- Modernly Designed Kitchen
- Elegant Bathrooms
- Ample Sized Living Area.


Facilities :


Lobby in the Building
24 Hours Concierge
CCTV Security
Double Glazed Windows
Electricity Backup
Centrally Air-Conditioned
Central Heating
Waste Disposal
Maintenance Staff

Nearby Amenities:

- Bank/ATM Facility
- Mosque
- Supermarkets
- Laundry Service
- Public Transport
- Restaurants and Coffee Shops
- Schools
- Shopping Mall
- Public Parks

PAYMENTS:

- Annual Rent: 60k AED 
- No. of Payments: Flexible Upto 4

Nearby Supermarkets, Laundry, Restaurants, Public Transport, Hospitals & etc. 

Viewing highly recommended. Contact us for more details or to arrange a viewing !","AmenitiesCentral A/C & HeatingPrivate GardenPrivate GymShared Pool+12 MoreSecurityDouble Glazed WindowsElectricity BackupService ElevatorsLaundry RoomBroadband InternetATM FacilityMaintenance StaffCCTV SecurityLobby in BuildingWaste Disposal","20260000968857","UBC0220","","Rehan Ghaffar","","",""
"1789471919-19","https://abudhabi.dubizzle.com/en/property-for-rent/residential/","https://abudhabi.dubizzle.com/property-for-rent/residential/apartmentflat/2026/5/15/spacious-big-balcony-low-price-3-932364/","Spacious | Big balcony | Modern Amenities","105,000","Yearly","Al Reem Island, Abu Dhabi, UAE","Apartment","1 bed","2 baths","1,250 sqft","Rent","Unfurnished","15th September 2026","Grab the best opportunity to occupy the modern & quality apartment with balcony welcomes the beautiful sea view and city view, with generous spaces and perfect ambiance that is bright and warm.



Surrounded by great/convenient amenities and facilities. One of the best and upgraded location in Abu Dhabi City.



Property Details:



Good space for living and dinning area Balcony



Facilities and amenities:



Swimming pool



Kids play area



Building lobby



24/7 security



24/7 maintenance



Gym



High speed elevator

Sauna



Steam



Jacuzzi



Nearby locations:



Shams Souk

Cleveland Clinic

The Galleria Malll

Abu Dhabi Mall

Corniche beach



Pictures are For Illustrative purpose.



Hawksbay is reshaping the real estate

market and far from your conventional real

estate norm.



We strive to provide a friendly and

knowledgeable service that will allow our

clients to proper and grow their property

portfolio.","AmenitiesCentral A/C & HeatingConcierge ServiceBalconyPrivate Garden+21 MorePrivate JacuzziShared PoolSecurityCovered ParkingDouble Glazed WindowsDay Care CenterElectricity BackupFirst Aid Medical CenterService ElevatorsLaundry RoomBroadband InternetIntercomKids Play AreaMaintenance StaffCCTV SecurityFacilities for DisabledCleaning ServicesBarbeque AreaLobby in BuildingWaste Disposal","202663000192895","RBR-003","","Rehan Ghaffar","","",""
"1789471922-20","https://abudhabi.dubizzle.com/en/property-for-rent/residential/","https://abudhabi.dubizzle.com/property-for-rent/residential/townhouse/2026/7/8/vacantsingle-row-midbest-layoutmodern-l-3-142488/","Vacant|Single Row Mid|Best Layout|Modern Living","200,000","Yearly","The Cedars, Yas Acres, Yas Island, Abu Dhabi, UAE","Townhouse","2 beds","3 baths","2,331 sqft","Rent","Unfurnished","15th September 2026","Move into this single row mid  2-bedroom townhouse in The Cedars and embrace unique living at Yas Acres. Nestled on the northern edge of Yas Island, this prestigious community is surrounded by serene parks, world-class golf courses, pristine beaches, a bustling marina, and elite yacht clubs. Offering a dynamic yet eco-conscious lifestyle with easy access to key amenities, Yas Acres delivers a truly exceptional residential experience. 


Features:

• Central A/C
• Family Living and Dining Room
• Fully-Fitted Kitchen with Cabinets
• Amazing Bedrooms with wardrobes
• Allocated Bathrooms
• Private Garden
• Secured Parking

Amenities:

• 24/7 Security
• Mosque
• Gym
• Park
• Retail Store
• Swimming Pool
• Yas Acres Golf Course
• School
• Coffee Shops
• Restaurants
• Yacht Club
• BBQ Area and Court

Location:

5 Mins to SABIS International School
5 Mins to Yas School
5 Mins to Yas Mall
15 Mins to Burjeel Medical Center, Al Zeina
30 Mins to Abu Dhabi Downtown
10 Mins to Abu Dhabi International Airport","AmenitiesKids Play AreaBarbeque AreaLobby in Building","20260000973925","NAT-R-99846-A","202500316885","Nadhir Saied","","",""
"1789471925-21","https://abudhabi.dubizzle.com/en/property-for-rent/residential/","https://abudhabi.dubizzle.com/property-for-rent/residential/apartmentflat/2026/7/30/premium-1bhk-corniche-views-all-ameniti-3-109502/","PREMIUM 1BHK | CORNICHE VIEWS | ALL AMENITIES","90,000","Yearly","Al Khalidiyah, Abu Dhabi, UAE","Apartment","1 bed","2 baths","828 sqft","Rent","Unfurnished","15th September 2026","Discover this generously sized 1-bedroom apartment on a high floor in Al Ain Tower, one of Abu Dhabi's most iconic residential addresses on Khalidiyah Street. Enjoy breathtaking dual views of the Abu Dhabi Corniche and the city skyline from your expansive private balcony — perfect for unwinding after a long day. 
Apartment Features:

1 Bedrooms Apartment
Good Size Living Hall
Master Bedroom
Big Size Kitchen
Balcony
Central Ac


Amenities:
Swimming Pool
Gym
Basement Parking
Kids Pool

Prime Location:
Steps from Abu Dhabi Corniche and beachMinutes from Khalidiyah Mall, Khalidiya ParkSurrounded by cafes, restaurants, and supermarkets
Available unfurnished. Flexible payment terms. Contact us today to arrange a viewing.","AmenitiesCentral A/C & HeatingConcierge ServiceBalconyPrivate Garden+20 MorePrivate JacuzziShared PoolShared SpaSecurityCovered ParkingDouble Glazed WindowsElectricity BackupFirst Aid Medical CenterService ElevatorsPrayer RoomIntercomKids Play AreaCCTV SecurityCafeteria or CanteenFacilities for DisabledStorage AreasBarbeque AreaLobby in BuildingWaste Disposal","20260000995709","104035-QE8SKU","20250000572772","Mohamed Elhlwany","","",""
"1789471928-22","https://abudhabi.dubizzle.com/en/property-for-rent/residential/","https://abudhabi.dubizzle.com/property-for-rent/residential/apartmentflat/2026/7/21/3600monthly-european-society-fully-furn-3-295414/","PRIVATE ENTRENCE BRAND NEW STUDIO !! EUROPEAN CONNUNITY !! GOOD KITCHEN INKCA","37,000","Yearly","Khalifa City, Abu Dhabi, UAE","Apartment","Studio","1 bath","600 sqft","Rent","Unfurnished","15th September 2026","Here We Are Offering! Brand Luxury Huge Studio Separate Kitchen Proper Bathtub Washroom Apartment With All Neat And Clean , Near Khalifa Market In Khalifa City A. .

Feature Of This Apartment!!!!
*Same As Per Picture.
*Ready To Move Apartment
*Separate Spacious Kitchen
*Proper Washroom
*Excellent Ceramic Finishing
*Big Window Air Ventilation.
*Neat And Clean Compound
*Water And Electricity Included
*Maintenance Will Be Free
*Security System 24/7 Hours
*Save Children Playing Area
*Bus Stop On At The Door
* Near Khalifa Market In KCA
* Near NMC Royal Hospital
Commission 5% for totally rent 
░N░O░T░E░
Same As Per Pictures.
No Viewing Charges.
We Guarantee Your Satisfaction.
In case we're busy and unable to answer your call, please send us text message
and we will get back to you as soon as possible.

For Viewing The Apartment Or More Information Please Call And WhatsApp# Show Number","AmenitiesCentral A/C & HeatingPrivate GardenSecurityCovered Parking+12 MoreDouble Glazed WindowsElectricity BackupFirst Aid Medical CenterBroadband InternetIntercomKids Play AreaMaintenance StaffCCTV SecurityCleaning ServicesBarbeque AreaWaste Disposal","20260000986486","FR7274","202502827198","Mohamed Anjum","","",""
"1789471931-23","https://abudhabi.dubizzle.com/en/property-for-rent/residential/","https://abudhabi.dubizzle.com/property-for-rent/residential/apartmentflat/2026/1/8/family-community-1bhk-separate-kitchen--3-159504/","Family Community 1bhk Separate Kitchen Proper Washroom Near Safeer Mall In KCA","56,000","Yearly","Khalifa City, Abu Dhabi, UAE","Apartment","1 bed","1 bath","1,000 sqft","Rent","Unfurnished","15th September 2026","Spacious 1BHK,, Sep/Kitchen, Bath
Apartment for rent in Khalifa City A Villas, Khalifa City A
Family Compound, Spacious 1 Bedroom Hall, Spacious Separate Kitchen, Built In Wardrobes, Proper Washroom, Car Parking Available, Close To Park, Market, etc. In Khalifa City A

**Following Features**

* Spacious 1 Bedroom Hall
* Family Community Compound
* Spacious Separate Kitchen
* Proper Stand Shower Bath
* Built In Wardrobes
* Big Sunny Windows
* Water, Electricity Included
* Maintenance Included
* Car Parking Available
* Security 24/7 Hours Available
* Close to Market, Family Park, Schools,
Mall, In Khalifa City A

We have all types of apartments in khalifa city a, Zayed city, Shakhbout City, Mbz, Riyad City

WATER,ELECTICITY,MAINTANENCE AND PARKING INCLUDED IN RENT

FOR MORE INFORMATION FEEL FREE TO CONTACT US: Show Number","AmenitiesCentral A/C & HeatingConcierge ServicePrivate GardenSecurity+9 MoreDouble Glazed WindowsElectricity BackupKids Play AreaMaintenance StaffCCTV SecurityStorage AreasCleaning ServicesWaste Disposal","20260000986490","107998-8EaBiR","202502827198","Mohamed Anjum","","",""
"1789471947-24","https://abudhabi.dubizzle.com/en/property-for-rent/residential/","https://abudhabi.dubizzle.com/property-for-rent/residential/apartmentflat/2026/1/15/european-community-luxury-separate-kitc-3-116373/","European Community Fully Furnished ( Monthly 3600) Luxury Separate Kitchen Proper Washroom On Prime Location In KCA","43,200","Yearly","Khalifa City, Abu Dhabi, UAE","Apartment","Studio","1 bath","600 sqft","Rent","Furnished","15th September 2026","BRAND FULLY FURNISHED STUDIO !! SEP KITCHEN !! PROPER WASHROOM !! IN KCA


 FEATURE OF THIS APARTMENT 
LUXURY STUDIO 
NICE FINISHING
BRAND NEW 
SEP KITCHEN 
MONTHLY 3800
READY TO MOVE 
PRIME LOCATION
PETS ARE ALLOWED 
WATER AND ELECTRICITY INCLUDING IN RENT 
MAINTENANCE WILL BE FREE 
NEAR TO MALL
NEAR TO BUS STATION 
INSIDE CAR PARKING 
FOR FURTHER INFORMATION DM -+ Show Number","AmenitiesCentral A/C & HeatingConcierge ServiceSecurityCovered Parking+8 MoreDouble Glazed WindowsElectricity BackupMaintenance StaffCCTV SecurityStorage AreasCleaning ServicesWaste Disposal","20260000986492","za/li/72","202502827198","Mohamed Anjum","","",""
"1789471951-25","https://abudhabi.dubizzle.com/en/property-for-rent/residential/","https://abudhabi.dubizzle.com/property-for-rent/residential/apartmentflat/2026/9/5/unfurnished-studio-apartment-with-balco-3-838485/","Unfurnished Studio Apartment With Basement Parking, Balcony & Amenities","65,000","Yearly","Masdar City, Abu Dhabi, UAE","Apartment","Studio","1 bath","550 sqft","Rent","Unfurnished","15th September 2026","Unfurnished Studio Apartment With Basement Parking, Balcony & Amenities In Masdar City , Abu Dhabi, UAE

Description: -

Studio Apartment
1 Bathroom
Built-In Cupboards 
Balcony
Basement Parking
Open Kitchen
Central AC
Gym
Pool
Full Ceramics
CCTV 24/7
Well Maintained Building
Security 24/7

Payment Detail: -

12 Month Contract
Rent: - AED 65,000/-
Installments: - 4 (Four)
Security Deposit: - 5% Of Annual Rent 
Commission (Agency Fee): - 5% Of Annual Rent + VAT

Book this Apartment by paying only 5% of reservation fee which will be adjusted in your first payment upon signing the tenancy contract! Book your apartment viewing via Call, WhatsApp or Email and get the best services and consultation in finding a home with our property consultant Mr. Moeen.

About us: 

Contact Number:-  Show Number
Email Address:- info@blingrealestate.com

Mr. Moeen has a strong local knowledge of the real estate market and feels that this is key in helping his tenants and landlords to make correct and informed decisions. He has a proven track record in delivering results in challenging environments whilst providing a reward-winning service to his clients. He has 3 years of Abu Dhabi Real Estate market experience which helps him to execute smooth transactions.

Bling Real Estate and Property Management is a real estate management and lease company based in Abu Dhabi. The company was established in 2023. However, the team has a combined experience in this market of over 10 years. Our areas of expertise include Residential Leasing, Building Management, Facilities Management and Building Cleaning Services. We cover all areas in Abu Dhabi City.","AmenitiesCentral A/C & HeatingConcierge ServiceBalconyPrivate Gym+15 MoreSecurityCovered ParkingPets AllowedDouble Glazed WindowsElectricity BackupFirst Aid Medical CenterBroadband InternetIntercomKids Play AreaMaintenance StaffCCTV SecurityCleaning ServicesLobby in BuildingWaste Disposal","20260001026190-1","MM-3894","","Krishia Lene Sibug Cosme","","",""
"1789471955-26","https://abudhabi.dubizzle.com/en/property-for-rent/residential/","https://abudhabi.dubizzle.com/property-for-rent/residential/apartmentflat/2026/9/10/3bhkmaids-prime-location-peaceful-livin-3-233918/","3BHK+M+Office | Prime Location | Peaceful Living","300,000","Yearly","Residences D, Yas Golf Collection, Yas Island, Abu Dhabi, UAE","Apartment","3 beds","3 baths","2,215 sqft","Rent","Furnished","15th September 2026","Experience elevated luxury living in this spacious 3-bedroom + maid’s room and office apartment located in Residence C, Yas Golf Collection – Yas Island. Positioned on a high floor, this home offers full golf course views, creating a serene and upscale lifestyle.
The apartment features a bright and expansive living and dining area with floor-to-ceiling windows that showcase stunning golf views and fill the space with natural light. The modern kitchen is fitted with premium cabinetry and sleek finishes, while the three generously sized bedrooms provide comfort and privacy, complemented by built-in wardrobes and stylish bathrooms. The study room adds flexibility for a home office, and the maid’s room enhances functionality for family living.
Designed for luxury, space, and convenience, this property is perfect for families and investors.
Property Features:


3 Spacious Bedrooms
Maid’s Room + Study Room
Bright Living and Dining Area
Modern Kitchen with Premium Finishes
Built-in Wardrobes
Stylish Bathrooms
Balcony with Scenic Views
Covered Parking

Community Amenities:

Swimming Pools
Fully Equipped Gym and Fitness Facilities
Wellness and Leisure Areas
Walking and Cycling Tracks
Landscaped Green Spaces
Retail and Dining Options
24/7 Security and Concierge Services

Location Highlights:

Located in Residence C, Yas Golf Collection – Yas Island
Close to Yas Links Golf Course, Yas Mall, and Yas Marina Circuit
Minutes from Yas Beach and Yas Bay Waterfront
Easy access to Abu Dhabi International Airport

This property offers an exceptional opportunity to enjoy luxury apartment living with panoramic golf views in one of Yas Island’s most prestigious communities, combining space, elegance, and a premium lifestyle.

MIRAGE CAPITAL PROPERTIES LLC.

We strive to understand our markets and our clients’ needs, going beyond simply connecting people to homes—we help them become part of thriving communities.","AmenitiesMaids RoomCentral A/C & HeatingBalconyPrivate Gym+10 MoreDouble Glazed WindowsDay Care CenterFirst Aid Medical CenterIntercomATM FacilityKids Play AreaCCTV SecurityStorage AreasBarbeque Area","20260001485603","20260001485603","cn-1180810","Laith Danoun","","",""
